"Rk","Pick","Year","Height","Name","Del","TeamName","Team","Conf","G","Role","Min%","PRPG!","D-PRPG","BPM","OBPM","DBPM","ORtg","D-Rtg","Usg","eFG","TS","OR","DR","Ast","TO","A/TO","Blk","Stl","FTR","FC/40","Dunks","","Close 2","","Far 2","","FT","","2P","","3PR","3P/100","3P","3pp"
"66","-","Fr","6-9","Andrew Nagy","0","Long Beach St.","BW","22","Wing F","34.3","0.5","0.8","-3.1","-1.4","-1.8","114.0","119.0","10.9","64.2","65.7","6.4","8.4","4.5","22.3","0.6","1.5","0.8","28.3","3.3","1-1","1.000","16-24",".667","6-11",".545","11-15",".733","22-35",".629","34.0","2.9","8-18",".444"
"67","-","Sr","6-7","Judson Martindale","0","Cal St. Northridge","BW","19","Wing F","16.2","0.5","0.8","-0.3","-0.3","0.0","118.0","107.9","14.8","56.4","60.8","5.2","7.4","4.9","15.4","0.6","4.4","0.6","51.3","5.7","0-0",".000","10-16",".625","0-2",".000","15-20",".750","10-18",".556","53.8","6.8","8-21",".381"
"68","-","Fr","6-10","Jack Whitbourn","0","UC Riverside","BW","28","PF/C","30.5","0.5","1.1","-0.7","-0.4","-0.3","111.4","107.0","14.0","50.0","52.7","10.3","25.4","6.7","15.9","0.8","1.9","0.5","42.2","3.6","0-0",".000","20-39",".513","6-14",".429","17-27",".630","26-53",".491","17.2","1.9","4-11",".364"
"69","-","So","6-6","Kieran Elliott","0","Cal Poly","BW","10","Wing F","12.7","0.5","1.0","-6.2","-2.7","-3.4","95.9","112.5","20.9","48.9","51.4","10.8","16.7","6.3","21.1","0.3","0.0","1.1","36.4","4.7","0-0",".000","18-32",".563","2-7",".286","10-16",".625","20-39",".513","11.4","1.8","1-5",".200"
"70","-","So","6-3","Aidan Burke","0","UC San Diego","BW","27","Combo G","32.3","0.5","1.3","0.7","0.4","0.3","113.2","102.3","13.2","54.8","55.0","3.7","6.6","5.5","9.0","2.0","0.4","1.9","8.4","2.3","0-0",".000","8-13",".615","0-1",".000","4-7",".571","8-14",".571","83.1","11.7","25-69",".362"
"71","-","Sr","6-9","Max Murrell","74","UC Santa Barbara","BW","25","Stretch 4","46.2","0.5","1.7","-0.9","-1.0","0.2","106.0","107.9","15.5","52.3","53.6","2.8","9.6","9.3","14.9","1.4","3.7","1.1","8.5","3.9","7-7","1.000","13-17",".765","5-13",".385","9-11",".818","18-30",".600","76.7","12.0","33-99",".333"
"72","-","Sr","6-9","Austin Johnson","0","Long Beach St.","BW","27","C","67.8","0.5","1.7","-4.8","-3.2","-1.5","98.4","114.5","17.8","49.4","54.6","6.3","16.4","7.9","22.0","0.5","3.3","0.8","40.4","4.1","14-15",".933","49-83",".590","33-79",".418","52-67",".776","82-162",".506","2.4","0.3","0-4",".000"
"73","-","Fr","6-2","Aaron Hunkin-Claytor","0","Hawaii","BW","25","Scoring PG","40.1","0.5","1.5","0.9","-1.0","1.9","104.9","106.1","15.5","45.5","50.7","1.8","12.3","24.6","20.3","2.4","0.7","2.4","42.3","2.3","0-0",".000","18-35",".514","7-25",".280","24-33",".727","25-60",".417","23.1","2.6","7-18",".389"
"74","-","Sr","6-4","Marvin McGhee III","0","Cal St. Bakersfield","BW","28","Wing G","75.1","0.4","1.6","-4.3","-1.5","-2.8","100.3","116.7","15.8","42.1","46.3","2.1","13.5","6.7","13.8","0.9","0.2","0.8","20.6","2.7","0-0",".000","15-32",".469","14-38",".368","41-48",".854","29-70",".414","70.0","11.5","46-163",".282"
"75","-","Fr","6-8","Eli Djordjevic","0","Long Beach St.","BW","11","Wing F","7.4","0.4","0.6","-0.3","0.2","-0.5","124.1","110.2","9.3","85.7","69.4","4.7","16.5","10.0","16.1","2.0","1.4","2.2","114.3","2.0","1-1","1.000","2-2","1.000","1-1","1.000","3-8",".375","3-3","1.000","57.1","3.0","2-4",".500"
"76","-","Jr","6-10","Koat Keat Tong","61","UC Santa Barbara","BW","18","PF/C","14.7","0.4","1.0","-0.7","-1.7","1.0","109.7","100.5","15.9","63.0","61.4","14.4","22.1","8.9","26.3","0.8","3.6","1.5","65.2","5.5","0-0",".000","10-17",".588","0-2",".000","8-15",".533","10-19",".526","17.4","1.5","3-4",".750"
"77","-","Fr","6-4","Kam Martin","0","Long Beach St.","BW","27","Combo G","70.0","0.3","1.3","-4.6","-2.4","-2.2","97.4","118.4","17.2","48.9","53.6","1.3","5.9","11.2","21.2","0.9","0.6","1.7","35.6","2.9","0-2",".000","16-35",".457","21-52",".404","49-63",".778","37-87",".425","50.8","7.1","33-90",".367"
"78","-","Sr","6-4","PJ Fuller II","84.8","Cal St. Northridge","BW","24","Combo G","57.3","0.3","2.3","-3.1","-3.0","-0.1","94.9","105.2","21.1","45.8","49.8","1.9","9.5","20.0","24.8","1.3","1.2","2.1","27.5","4.2","2-2","1.000","35-53",".660","17-43",".395","40-52",".769","52-96",".542","49.2","8.5","23-93",".247"
"79","-","So","6-9","Derrick Michael Xzavierro","0","Long Beach St.","BW","24","PF/C","49.1","0.3","1.7","-2.6","-2.0","-0.6","102.6","110.0","14.3","46.2","49.7","13.1","21.1","5.0","18.2","0.6","6.0","1.2","39.8","4.9","6-6","1.000","32-57",".561","5-14",".357","24-37",".649","37-71",".521","23.7","2.5","4-22",".182"
"80","-","Sr","6-7","Ariel Bland","0","UC Santa Barbara","BW","21","PF/C","15.7","0.3","0.8","-1.9","-4.3","2.4","107.0","102.2","16.6","51.9","57.8","12.0","12.0","10.5","25.9","0.8","8.7","1.8","59.3","7.3","3-3","1.000","14-25",".560","0-2",".000","12-16",".750","14-27",".519","0.0","0.0","0-0",".000"
"81","-","Fr","6-8","Zion Sensley","81.6","UC Santa Barbara","BW","13","PF/C","7.8","0.2","0.7","-2.9","-1.7","-1.2","98.6","102.7","26.9","55.1","56.1","1.5","25.7","5.4","16.2","0.3","4.1","0.7","15.4","4.8","1-1","1.000","4-4","1.000","4-11",".364","4-6",".667","8-15",".533","61.5","17.3","9-24",".375"
"82","-","Jr","6-6","Jalen Barbee","0","Cal St. Northridge","BW","24","Stretch 4","8.7","0.2","0.4","-0.3","-2.5","2.1","117.4","98.9","13.1","60.0","63.5","4.9","21.2","3.7","18.4","1.0","1.6","3.0","30.0","8.3","1-1","1.000","3-6",".500","3-4",".750","5-6",".833","6-10",".600","50.0","6.0","4-10",".400"
"83","-","Sr","6-7","Festus Ndumanya","0","Cal St. Northridge","BW","20","PF/C","11.4","0.2","0.6","-5.6","-5.4","-0.2","95.8","104.1","24.6","46.5","50.5","11.2","12.4","6.2","20.6","0.4","2.5","1.8","46.5","10.0","0-0",".000","13-28",".464","7-15",".467","13-20",".650","20-43",".465","0.0","0.0","0-0",".000"
"84","-","Sr","6-2","Leo DeBruhl","0","UC Davis","BW","26","Scoring PG","74.1","0.1","3.1","-2.0","-2.9","0.9","93.1","102.4","20.0","42.3","48.3","3.9","11.9","22.4","23.4","1.3","0.3","2.8","31.3","3.5","2-2","1.000","27-61",".443","13-47",".277","53-63",".841","40-108",".370","46.3","7.0","30-93",".323"
"85","-","So","6-3","Varick Lewis","0","Long Beach St.","BW","23","Combo G","24.1","0.1","0.6","-2.4","-1.5","-0.9","94.9","116.2","18.6","48.7","51.1","1.9","4.6","5.9","17.3","0.5","0.4","3.2","22.1","3.3","0-0",".000","8-12",".667","4-14",".286","12-17",".706","12-26",".462","66.2","11.7","17-51",".333"
"86","-","So","6-11","Shakir Odunewu","0","Cal St. Bakersfield","BW","24","PF/C","19.5","0.1","0.6","-6.9","-3.9","-3.0","94.7","112.5","19.4","44.4","46.8","13.3","21.2","2.7","19.6","0.2","1.2","1.1","51.9","7.4","5-6",".833","17-31",".548","4-15",".267","15-28",".536","21-46",".457","14.8","2.2","2-8",".250"
"87","-","Sr","6-7","Luke Turner","0","UC Riverside","BW","17","Wing G","9.8","0.1","0.4","-3.3","-1.0","-2.3","104.5","114.0","12.4","50.0","53.1","2.9","6.4","3.2","17.1","1.3","0.0","0.5","12.5","1.4","0-0",".000","1-3",".333","2-3",".667","3-3","1.000","3-6",".500","75.0","9.5","6-18",".333"
"88","-","Fr","6-4","Parker Strauss","0","UC Riverside","BW","21","Wing G","25.7","0.1","1.2","-1.0","-2.3","1.4","99.5","106.3","13.3","54.7","57.2","4.4","16.3","7.8","28.8","0.9","0.4","2.4","15.1","4.4","0-0",".000","4-8",".500","4-8",".500","7-8",".875","8-16",".500","69.8","7.5","14-37",".378"
"89","-","Fr","6-4","Guzman Vasilic","0","Cal Poly","BW","26","Wing G","40.3","0.1","1.0","-4.0","-1.6","-2.4","96.2","116.0","14.7","55.1","56.7","3.2","11.8","5.9","25.3","0.5","0.9","0.6","16.8","2.4","0-0",".000","17-29",".586","3-5",".600","13-18",".722","20-34",".588","68.2","8.5","26-73",".356"
"90","-","Sr","6-2","Jordan Brinson","0","Cal St. Northridge","BW","22","Combo G","31.7","0.0","1.5","-1.1","-2.6","1.5","99.0","103.4","15.0","32.8","42.7","4.7","14.1","16.1","17.7","2.3","0.4","2.7","58.2","3.7","0-0",".000","10-23",".435","0-15",".000","29-39",".744","10-38",".263","43.3","4.8","8-29",".276"
"91","-","Sr","6-2","Tyler Beard","69.8","Cal St. Northridge","BW","26","Scoring PG","49.6","0.0","1.9","-1.9","-2.2","0.3","94.4","104.6","18.1","43.8","46.9","2.1","13.4","26.6","27.5","1.8","0.9","2.0","19.2","3.0","0-0",".000","16-36",".444","14-40",".350","19-25",".760","30-76",".395","41.5","5.7","18-54",".333"
"92","-","Fr","6-3","Ryder Elisaldez","0","UC San Diego","BW","15","Stretch 4","4.9","-0.0","0.4","-5.0","-6.2","1.3","108.5","102.3","7.9","25.0","30.3","2.3","6.9","20.5","14.2","4.3","0.0","2.3","50.0","6.8","0-0",".000","1-1","1.000","0-1",".000","1-2",".500","1-2",".500","50.0","2.2","0-2",".000"
"93","-","Fr","6-4","Ben Egbo","0","UC Irvine","BW","23","Wing G","11.7","-0.1","0.7","-5.2","-5.6","0.5","96.4","98.1","11.1","54.8","55.6","3.6","11.5","5.5","23.4","0.8","0.0","0.9","23.8","4.2","1-1","1.000","9-15",".600","1-2",".500","3-5",".600","10-17",".588","19.0","1.7","1-4",".250"
"94","-","Sr","6-4","Andre Henry","49","UC Irvine","BW","8","Wing G","18.3","-0.1","3.4","0.1","-3.3","3.4","92.2","95.0","17.2","44.2","48.2","2.9","9.7","8.4","17.6","0.9","0.0","3.0","15.0","2.5","0-0",".000","8-14",".571","11-23",".478","9-9","1.000","19-37",".514","38.3","6.3","5-23",".217"
"95","-","Sr","6-7","Cam Denson","0","Long Beach St.","BW","27","Wing F","47.8","-0.1","1.1","-5.2","-3.3","-1.9","91.5","116.0","17.3","52.3","49.9","7.0","13.0","9.2","21.4","0.7","1.9","1.0","44.1","5.2","2-3",".667","34-62",".548","6-17",".353","18-49",".367","40-79",".506","28.8","3.7","12-32",".375"
"96","-","Jr","6-6","Gavin Davis","0","UC Riverside","BW","26","Wing F","10.9","-0.1","0.3","-5.2","-5.0","-0.3","91.9","113.6","12.1","50.0","51.3","5.3","1.0","4.2","27.5","0.5","2.7","1.4","14.3","6.8","0-1",".000","3-4",".750","3-6",".500","2-3",".667","6-10",".600","52.4","5.2","3-11",".273"
"97","-","Jr","6-7","Luka Tarlac","0","Cal Poly","BW","21","Wing G","27.8","-0.1","1.3","-1.0","-2.2","1.2","87.1","107.1","18.5","50.8","54.6","7.1","12.5","15.5","36.4","0.8","3.3","4.0","47.5","3.5","3-4",".750","28-49",".571","2-4",".500","19-28",".679","30-53",".566","10.2","1.0","0-6",".000"
"98","-","Sr","6-7","Ethan Menzies","0","Cal Poly","BW","24","Wing G","21.1","-0.1","0.7","-3.1","-2.7","-0.4","90.3","112.3","15.1","51.9","52.8","2.8","15.1","12.0","29.3","0.9","0.9","1.8","11.3","3.5","0-0",".000","14-22",".636","3-9",".333","4-6",".667","17-31",".548","41.5","4.9","7-22",".318"
"99","-","Sr","6-8","Evans Kipruto","0","UC Santa Barbara","BW","15","C","10.3","-0.2","0.8","-4.3","-6.1","1.8","98.7","100.8","11.7","37.5","43.5","11.4","15.3","3.0","18.6","0.4","6.1","2.7","31.3","7.9","1-1","1.000","3-7",".429","3-8",".375","4-5",".800","6-15",".400","6.3","0.5","0-1",".000"
"100","-","So","6-11","Elijah Chol","0","UC Irvine","BW","20","C","6.9","-0.2","0.6","2.5","-5.3","7.8","86.2","85.0","12.9","44.4","49.4","4.7","14.3","2.2","22.8","0.2","18.4","1.5","144.4","4.6","2-2","1.000","4-8",".500","0-0",".000","7-13",".538","4-8",".500","11.1","0.7","0-1",".000"
"101","-","So","6-4","Tom Beattie","0","Hawaii","BW","26","Wing G","62.6","-0.2","1.9","-4.2","-3.6","-0.6","90.8","110.1","17.7","46.0","50.1","2.0","8.6","13.1","24.8","0.9","0.5","1.2","34.7","2.6","4-4","1.000","47-78",".603","10-37",".270","37-52",".712","57-115",".496","23.3","3.2","8-35",".229"
"102","-","Fr","6-9","Isaiah Chappell","0","UC Davis","BW","19","Stretch 4","17.6","-0.2","1.0","-3.7","-4.6","0.9","91.9","103.1","14.0","51.3","51.4","3.8","14.0","2.3","20.5","0.3","0.6","2.2","20.0","5.4","1-1","1.000","5-8",".625","2-5",".400","4-8",".500","7-13",".538","67.5","8.6","9-27",".333"
"103","-","Sr","6-3","Langston Redfield","0","UC Irvine","BW","7","Scoring PG","11.9","-0.2","2.2","-0.7","-3.6","2.9","101.8","98.9","8.6","45.8","45.8","1.8","11.3","23.8","29.9","2.4","0.8","0.9","0.0","2.7","0-0",".000","2-4",".500","2-3",".667","0-0",".000","4-7",".571","41.7","2.1","1-5",".200"
"104","-","Sr","6-4","Chris Mitchell","0","UC Santa Barbara","BW","8","Wing G","5.5","-0.3","0.6","-9.2","-7.3","-1.9","81.2","107.1","21.6","38.2","43.3","4.3","11.6","3.1","19.1","0.1","1.9","2.1","47.1","3.4","2-2","1.000","5-9",".556","0-3",".000","5-8",".625","5-12",".417","29.4","5.1","1-5",".200"
"105","-","Sr","6-10","Jerome Palm","0","Hawaii","BW","24","C","21.6","-0.3","0.8","-4.8","-4.6","-0.1","85.4","107.9","16.6","52.2","52.2","6.8","17.5","5.5","30.3","0.4","1.8","0.3","26.1","3.3","1-1","1.000","12-19",".632","12-27",".444","6-12",".500","24-46",".522","0.0","0.0","0-0",".000"
"106","-","Jr","7-1","Christian Richardson","0","Long Beach St.","BW","24","C","15.4","-0.3","0.4","-9.0","-8.9","-0.1","83.0","117.1","14.0","70.6","66.5","3.7","10.1","4.9","41.3","0.2","4.6","0.4","105.9","9.3","5-6",".833","11-13",".846","1-4",".250","10-18",".556","12-17",".706","0.0","0.0","0-0",".000"
"107","-","Jr","6-10","Cameron Clark","0","Cal St. Bakersfield","BW","18","C","9.2","-0.4","0.4","-5.4","-5.6","0.1","83.5","113.1","10.3","40.0","50.4","5.6","14.9","6.7","38.9","0.7","6.3","0.6","40.0","6.5","2-2","1.000","3-5",".600","1-5",".200","4-4","1.000","4-10",".400","0.0","0.0","0-0",".000"
"108","-","Fr","6-6","Ramel Lloyd Jr.","79.6","Long Beach St.","BW","8","Wing F","11.3","-0.4","0.8","-8.5","-4.4","-4.1","82.7","117.0","19.6","35.1","39.5","5.1","8.8","6.9","15.0","0.7","0.0","0.0","27.0","4.5","0-0",".000","7-13",".538","0-7",".000","7-10",".700","7-20",".350","45.9","8.3","4-17",".235"
"109","-","Sr","6-7","Tom Mark","0","Cal St. Bakersfield","BW","15","Wing F","21.5","-0.4","1.1","-1.3","-2.0","0.7","94.6","112.5","10.7","45.8","53.0","7.8","11.3","6.5","32.1","0.8","5.4","2.2","62.5","4.5","4-5",".800","7-17",".412","1-4",".250","11-15",".733","8-21",".381","12.5","0.7","2-3",".667"
"110","-","Jr","6-7","Kaleb Brown","33.2","Cal St. Fullerton","BW","25","Wing G","48.8","-0.4","1.4","-6.2","-4.5","-1.7","81.8","113.6","21.6","42.8","48.7","2.4","15.2","18.8","29.7","0.8","0.5","1.9","41.7","3.0","0-0",".000","22-39",".564","12-36",".333","41-55",".745","34-75",".453","43.2","6.3","15-57",".263"
"111","-","Sr","6-0","Kadar Waller","0","Cal St. Bakersfield","BW","27","Combo G","42.6","-0.5","1.2","-3.6","-3.5","-0.1","92.4","112.8","12.4","45.9","51.5","2.2","10.0","15.6","32.0","1.5","0.3","3.1","47.5","2.8","0-0",".000","16-29",".552","3-19",".158","21-29",".724","19-48",".396","21.3","1.6","6-13",".462"
"112","-","So","6-2","Jason Hart Jr.","51.8","Long Beach St.","BW","9","Scoring PG","5.4","-0.5","0.4","-8.9","-8.4","-0.5","73.8","112.9","13.5","35.7","44.9","2.1","4.1","12.9","38.0","0.8","0.0","4.1","57.1","6.7","0-0",".000","1-3",".333","0-1",".000","3-4",".750","1-4",".250","42.9","3.1","1-3",".333"
"113","-","Jr","6-3","Freddie Cooper","0","Cal St. Fullerton","BW","7","Scoring PG","5.9","-0.5","0.9","-5.5","-8.7","3.2","71.0","102.9","21.6","32.5","38.8","1.8","9.3","10.4","25.3","0.5","1.9","5.5","20.0","9.4","0-0",".000","1-4",".250","1-6",".167","4-4","1.000","2-10",".200","50.0","9.2","3-10",".300"
"114","-","Jr","6-3","Carl Daughtery Jr.","0","UC Davis","BW","26","Wing G","42.7","-0.6","1.4","-6.3","-5.3","-1.0","85.8","107.7","15.9","37.3","41.2","2.6","7.3","3.3","11.6","0.7","0.0","1.4","23.8","3.1","0-1",".000","8-22",".364","13-38",".342","21-29",".724","20-58",".345","52.5","8.4","17-64",".266"
"115","-","Sr","6-3","Ofure Ujadughele","0","UC Irvine","BW","28","Scoring PG","27.6","-0.6","1.6","-1.4","-6.5","5.0","83.5","90.5","11.8","27.6","30.4","5.8","14.5","21.8","27.8","2.3","0.0","3.7","26.3","6.4","0-0",".000","3-9",".333","3-14",".214","5-10",".500","6-23",".261","39.5","2.7","3-15",".200"
"116","-","Fr","6-4","Berk Can Akin","0","UC Irvine","BW","23","Wing G","21.3","-0.7","1.3","-6.1","-6.7","0.6","76.7","96.7","16.1","32.6","36.0","2.0","10.9","8.2","14.7","0.9","0.8","1.4","19.7","3.5","0-0",".000","6-16",".375","5-14",".357","9-13",".692","11-30",".367","54.5","8.5","7-36",".194"
"117","-","Jr","6-7","Kobe Young","0","Cal St. Fullerton","BW","21","Wing F","48.6","-0.7","1.4","-6.7","-3.6","-3.0","81.7","115.5","20.5","40.9","43.7","7.4","19.6","4.1","20.6","0.3","0.7","1.0","33.6","2.1","6-6","1.000","40-75",".533","9-31",".290","29-50",".580","49-106",".462","28.9","4.8","8-43",".186"
"118","-","Jr","6-0","Kody Williams","0","Hawaii","BW","24","Combo G","53.5","-0.7","1.8","-6.3","-5.1","-1.3","83.4","109.8","18.8","42.5","47.8","0.7","10.5","14.7","30.1","0.8","0.7","1.0","27.8","3.8","0-0",".000","15-39",".385","4-12",".333","31-37",".838","19-51",".373","61.7","8.8","25-82",".305"
"119","-","Sr","6-9","Paul Bizimana","0","Cal Poly","BW","9","Stretch 4","4.1","-0.7","0.3","-16.3","-10.1","-6.1","48.1","115.0","18.2","28.1","28.1","0.0","7.1","0.0","25.2","0.5","2.3","0.0","0.0","2.6","0-0",".000","2-6",".333","1-2",".500","0-0",".000","3-8",".375","50.0","9.1","1-8",".125"
"120","-","So","6-0","Keith Richard","0","Cal St. Fullerton","BW","25","Combo G","49.0","-0.7","1.2","-8.3","-5.9","-2.4","77.7","116.2","21.6","36.5","41.7","1.5","8.6","13.2","22.0","0.7","0.7","1.5","28.2","4.2","0-0",".000","23-48",".479","14-47",".298","35-46",".761","37-95",".389","41.7","7.5","15-68",".221"
"121","-","So","6-5","Gloire Goma","0","Cal St. Bakersfield","BW","10","PF/C","5.2","-0.9","0.5","-9.0","-9.7","0.7","56.2","105.8","6.1","0.0","16.9","4.0","17.7","2.8","16.7","1.0","4.5","2.0","100.0","12.3","0-0",".000","0-2",".000","0-2",".000","2-4",".500","0-4",".000","0.0","0.0","0-0",".000"
"122","-","So","6-10","Kendrick De Luna","0","Cal St. Fullerton","BW","27","C","57.3","-0.9","1.3","-6.2","-5.3","-0.9","82.4","116.1","15.8","46.6","47.5","4.6","7.5","5.3","24.5","0.3","3.0","1.4","28.2","4.3","1-1","1.000","35-61",".574","26-70",".371","19-37",".514","61-131",".466","0.0","0.0","0-0",".000"
"123","-","So","6-4","Antwan Robinson","0","Cal St. Fullerton","BW","26","Wing G","54.5","-1.0","1.3","-6.3","-4.3","-2.1","79.5","115.8","17.9","36.8","40.0","2.7","11.6","5.0","16.1","0.5","0.6","1.5","14.0","2.6","1-1","1.000","17-29",".586","8-26",".308","21-25",".840","25-55",".455","69.1","12.2","27-123",".220"
"124","-","Jr","6-4","Sione Lose","0","UC Davis","BW","21","Combo G","26.3","-1.7","1.3","-5.8","-7.3","1.6","63.9","104.2","9.9","22.5","35.6","4.6","9.3","8.1","40.8","1.1","1.7","2.3","85.0","4.9","0-0",".000","1-8",".125","2-9",".222","11-17",".647","3-17",".176","15.0","0.6","1-3",".333"
"125","-","Fr","6-2","LoLo Rudolph","0","Cal St. Fullerton","BW","27","Combo G","53.6","-1.7","1.1","-7.8","-6.4","-1.4","78.2","118.0","9.6","34.8","42.1","1.8","10.3","11.1","28.4","1.1","0.4","0.7","66.1","3.7","0-0",".000","7-21",".333","5-11",".455","23-37",".622","12-32",".375","42.9","2.4","5-24",".208"
"Show 100 more","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Show Chart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
